ADDRESSLINE1,CITY,CONTACTFIRSTNAME,CONTACTLASTNAME,COUNTRY,CUSTOMERNAME,DEALSIZE,MONTH_ID,MSRP,ORDERDATE,ORDERLINENUMBER,ORDERNUMBER,PHONE,PRICEEACH,PRODUCTCODE,PRODUCTLINE,QTR_ID,QUANTITYORDERED,SALES,STATUS,TERRITORY2,YEAR_ID
5677 Strong St.,San Rafael,Valarie,Nelson,USA,Mini Gifts Distributors Ltd.,Medium,10,116,10/21/2004 0:00,2,10312,4155551450,100.0,S18_1097,Trucks and Buses,4,32,4181.44,Shipped,NORTHAME,2004
2304 Long Airport Avenue,Nashua,Valarie,Young,USA,Online Diecast Creations Co.,Small,11,116,11/4/2004 0:00,10,10322,6035558647,100.0,S18_1097,Trucks and Buses,4,22,2251.04,Shipped,NORTHAME,2004
5557 North Pendale Street,San Francisco,Julie,Murphy,USA,Mini Wheels Co.,Small,11,116,11/18/2004 0:00,7,10333,6505555787,40.25,S18_1097,Trucks and Buses,4,29,1167.25,Shipped,NORTHAME,2004
636 St Kilda Road,Melbourne,Peter,Ferguson,Australia,"Australian Collectors, Co.",Small,11,116,11/29/2004 0:00,5,10347,03 9520 4555,49.6,S18_1097,Trucks and Buses,4,42,2083.2,Shipped,AUSTRALIA,2004
5677 Strong St.,San Rafael,Valarie,Nelson,USA,Mini Gifts Distributors Ltd.,Medium,12,116,12/10/2004 0:00,1,10357,4155551450,98.0,S18_1097,Trucks and Buses,4,39,3822.0,Shipped,NORTHAME,2004
201 Miller Street,North Sydney,Anna,O'Hara,Australia,"Anna's Decorations, Ltd",Medium,1,116,1/20/2005 0:00,1,10370,02 9936 8555,100.0,S18_1097,Trucks and Buses,1,27,3911.49,Shipped,AUSTRALIA,2005
7734 Strong St.,San Francisco,Julie,Brown,USA,Corporate Gift Ideas Co.,Medium,2,116,2/17/2005 0:00,2,10381,6505551386,98.0,S18_1097,Trucks and Buses,1,48,4704.0,Shipped,NORTHAME,2005
201 Miller Street,North Sydney,Anna,O'Hara,Australia,"Anna's Decorations, Ltd",Small,3,116,3/9/2005 0:00,10,10391,02 9936 8555,85.1,S18_1097,Trucks and Buses,1,29,2467.9,Shipped,AUSTRALIA,2005
43 rue St. Laurent,Montreal,Jean,Fresnisre,Canada,Quebec Home Shopping Network,Medium,5,116,5/1/2005 0:00,8,10411,(514) 555-8054,100.0,S18_1097,Trucks and Buses,2,27,3213.0,Shipped,NORTHAME,2005
"C/ Moralzarzal, 86",Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Large,5,116,5/31/2005 0:00,5,10424,(91) 555 94 44,100.0,S18_1097,Trucks and Buses,2,54,7182.0,In Process,EMEA,2005
11328 Douglas Av.,Philadelphia,Rosa,Hernandez,USA,Motor Mint Distributors Inc.,Medium,3,141,3/10/2003 0:00,4,10109,2155559857,100.0,S18_1129,Classic Cars,1,26,4379.18,Shipped,NORTHAME,2003
"12, rue des Bouchers",Marseille,Laurence,Lebihan,France,Marseille Mini Autos,Medium,5,141,5/8/2003 0:00,2,10122,91.24.4555,100.0,S18_1129,Classic Cars,2,34,5004.8,Shipped,EMEA,2003
1 rue Alsace-Lorraine,Toulouse,Annette,Roulet,France,Alpha Cognac,Medium,7,141,7/4/2003 0:00,2,10136,61.77.6555,100.0,S18_1129,Classic Cars,3,25,3644.75,Shipped,EMEA,2003
201 Miller Street,North Sydney,Anna,O'Hara,Australia,"Anna's Decorations, Ltd",Small,9,141,9/11/2003 0:00,13,10148,02 9936 8555,100.0,S18_1129,Classic Cars,3,23,2702.04,Shipped,AUSTRALIA,2003
Smagsloget 45,Aaarhus,Palle,Ibsen,Denmark,Heintze Collectables,Medium,10,141,10/17/2003 0:00,12,10161,86 21 3555,100.0,S18_1129,Classic Cars,4,28,3764.88,Shipped,EMEA,2003
43 rue St. Laurent,Montreal,Jean,Fresnisre,Canada,Quebec Home Shopping Network,Medium,11,141,11/5/2003 0:00,2,10171,(514) 555-8054,100.0,S18_1129,Classic Cars,4,35,4508.0,Shipped,NORTHAME,2003
"Drammen 121, PR 744 Sentrum",Bergen,Veysel,Oeztan,Norway,Herkku Gifts,Medium,11,141,11/12/2003 0:00,6,10181,+47 2267 3215,100.0,S18_1129,Classic Cars,4,44,5418.16,Shipped,EMEA,2003
2304 Long Airport Avenue,Nashua,Valarie,Young,USA,Online Diecast Creations Co.,Medium,11,141,11/20/2003 0:00,11,10192,6035558647,100.0,S18_1129,Classic Cars,4,22,3300.66,Shipped,NORTHAME,2003
4092 Furth Circle,NYC,Jeff,Young,USA,Muscle Machine Inc,Medium,12,141,12/2/2003 0:00,17,10204,2125557413,100.0,S18_1129,Classic Cars,4,42,6182.4,Shipped,NORTHAME,2003
"C/ Moralzarzal, 86",Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Medium,1,141,1/16/2004 0:00,10,10212,(91) 555 94 44,100.0,S18_1129,Classic Cars,1,29,4186.73,Shipped,EMEA,2004
Grenzacherweg 237,Gensve,Michael,Holz,Switzerland,"Vida Sport, Ltd",Medium,2,141,2/22/2004 0:00,1,10225,0897-034555,100.0,S18_1129,Classic Cars,1,32,4529.28,Shipped,EMEA,2004
"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Mory,Kentary,Japan,Osaka Souveniers Co.,Medium,4,141,4/13/2004 0:00,3,10240,+81 06 6342 5555,100.0,S18_1129,Classic Cars,2,41,5628.89,Shipped,ASIA,2004
Berkeley Gardens 12  Brewery,Liverpool,Elizabeth,Devon,UK,"UK Collectables, Ltd.",Medium,6,141,6/1/2004 0:00,5,10253,(171) 555-2282,100.0,S18_1129,Classic Cars,2,26,3054.48,Cancelled,EMEA,2004
Strada Provinciale 124,Reggio Emilia,Maurizio,Moroni,Italy,L'ordine Souveniers,Small,7,141,7/6/2004 0:00,6,10266,0522-556555,100.0,S18_1129,Classic Cars,3,21,2526.51,Shipped,EMEA,2004
8489 Strong St.,Las Vegas,Sue,King,USA,Signal Gift Stores,Medium,8,141,8/6/2004 0:00,6,10278,7025551838,100.0,S18_1129,Classic Cars,3,34,4667.86,Shipped,NORTHAME,2004
Grenzacherweg 237,Gensve,Michael,Holz,Switzerland,"Vida Sport, Ltd",Medium,8,141,8/30/2004 0:00,4,10287,0897-034555,100.0,S18_1129,Classic Cars,3,41,6499.32,Shipped,EMEA,2004
"Drammensveien 126 A, PB 744 Sentrum",Oslo,Jan,Klaeboe,Norway,"Norway Gifts By Mail, Co.",Medium,10,141,10/5/2003 0:00,8,10301,+47 2212 1555,100.0,S18_1129,Classic Cars,4,37,5917.78,Shipped,EMEA,2003
Mehrheimerstr. 369,Koln,Henriette,Pfalzheim,Germany,"Toms Spezialitten, Ltd",Medium,10,141,10/16/2004 0:00,2,10310,0221-5554327,100.0,S18_1129,Classic Cars,4,37,6231.91,Shipped,EMEA,2004
1785 First Street,New Bedford,Violeta,Benitez,USA,FunGiftIdeas.com,Medium,11,141,11/4/2004 0:00,10,10321,5085552555,100.0,S18_1129,Classic Cars,4,41,5803.14,Shipped,NORTHAME,2004
11328 Douglas Av.,Philadelphia,Rosa,Hernandez,USA,Motor Mint Distributors Inc.,Medium,11,141,11/17/2004 0:00,6,10331,2155559857,100.0,S18_1129,Classic Cars,4,46,6434.02,Shipped,NORTHAME,2004
636 St Kilda Road,Melbourne,Peter,Ferguson,Australia,"Australian Collectors, Co.",Medium,11,141,11/24/2004 0:00,2,10342,03 9520 4555,100.0,S18_1129,Classic Cars,4,40,6454.4,Shipped,AUSTRALIA,2004
27 rue du Colonel Pierre Avia,Paris,Daniel,Da Cunha,France,Lyon Souveniers,Medium,12,141,12/9/2004 0:00,8,10356,+33 1 46 62 7555,97.6,S18_1129,Classic Cars,4,43,4196.8,Shipped,EMEA,2004
4575 Hillside Dr.,New Bedford,Wing C,Tam,USA,Mini Creations Ltd.,Small,1,141,1/7/2005 0:00,1,10365,5085559555,87.06,S18_1129,Classic Cars,1,30,2611.8,Shipped,NORTHAME,2005
Keskuskatu 45,Helsinki,Matti,Karttunen,Finland,"Toys of Finland, Co.",Medium,2,141,2/9/2005 0:00,2,10377,90-224 8555,100.0,S18_1129,Classic Cars,1,35,5895.05,Shipped,EMEA,2005
5677 Strong St.,San Rafael,Valarie,Nelson,USA,Mini Gifts Distributors Ltd.,Medium,3,141,3/4/2005 0:00,14,10390,4155551450,93.77,S18_1129,Classic Cars,1,36,3375.72,Shipped,NORTHAME,2005
Vinb'ltet 34,Kobenhavn,Jytte,Petersen,Denmark,Danish Wholesale Imports,Large,4,141,4/15/2005 0:00,3,10406,31 12 3555,100.0,S18_1129,Classic Cars,2,61,8374.69,Disputed,EMEA,2005
Geislweg 14,Salzburg,Georg,Pipps,Austria,Salzburg Collectables,Medium,5,141,5/17/2005 0:00,5,10419,6562-9555,100.0,S18_1129,Classic Cars,2,38,4464.24,Shipped,EMEA,2005
2678 Kingston Rd.,NYC,Michael,Frick,USA,Vitachrome Inc.,Medium,1,102,1/10/2003 0:00,2,10102,2125551500,100.0,S18_1342,Vintage Cars,1,39,4808.31,Shipped,NORTHAME,2003
5557 North Pendale Street,San Francisco,Julie,Murphy,USA,Mini Wheels Co.,Medium,3,102,3/25/2003 0:00,6,10111,6505555787,99.66,S18_1342,Vintage Cars,1,33,3288.78,Shipped,NORTHAME,2003
636 St Kilda Road,Melbourne,Peter,Ferguson,Australia,"Australian Collectors, Co.",Medium,5,102,5/21/2003 0:00,1,10125,03 9520 4555,100.0,S18_1342,Vintage Cars,2,32,3254.72,Shipped,AUSTRALIA,2003
"Monitor Money Building, 815 Pacific Hwy",Chatswood,Adrian,Huxley,Australia,Souveniers And Things Co.,Medium,7,102,7/16/2003 0:00,7,10139,+61 2 9495 8555,100.0,S18_1342,Vintage Cars,3,31,3184.94,Shipped,AUSTRALIA,2003
2793 Furth Circle,Brisbane,Sue,Taylor,USA,Signal Collectibles Ltd.,Medium,9,102,9/12/2003 0:00,4,10149,4155554312,100.0,S18_1342,Vintage Cars,3,50,5907.5,Shipped,NORTHAME,2003
7734 Strong St.,San Francisco,Julie,Brown,USA,Corporate Gift Ideas Co.,Medium,10,102,10/18/2003 0:00,2,10162,6505551386,91.44,S18_1342,Vintage Cars,4,48,4389.12,Shipped,NORTHAME,2003
Via Ludovico il Moro 22,Bergamo,Giovanni,Rovelli,Italy,Rovelli Gifts,Medium,11,102,11/5/2003 0:00,6,10173,035-640555,100.0,S18_1342,Vintage Cars,4,43,5036.16,Shipped,EMEA,2003
5677 Strong St.,San Rafael,Valarie,Nelson,USA,Mini Gifts Distributors Ltd.,Small,11,102,11/12/2003 0:00,3,10182,4155551450,87.33,S18_1342,Vintage Cars,4,25,2183.25,Shipped,NORTHAME,2003
7 Allen Street,Glen Waverly,Sean,Connery,Australia,"Australian Collectables, Ltd",Medium,11,102,11/21/2003 0:00,7,10193,61-9-3844-6555,100.0,S18_1342,Vintage Cars,4,28,3106.88,Shipped,AUSTRALIA,2003
"C/ Moralzarzal, 86",Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Medium,12,102,12/3/2003 0:00,2,10205,(91) 555 94 44,100.0,S18_1342,Vintage Cars,4,36,3735.72,Shipped,EMEA,2003
3675 Furth Circle,Burbank,Steve,Thompson,USA,West Coast Collectables Co.,Small,1,102,1/29/2004 0:00,10,10215,3105553722,89.38,S18_1342,Vintage Cars,1,27,2413.26,Shipped,NORTHAME,2004
"2, rue du Commerce",Lyon,Mary,Saveley,France,"Saveley & Henriot, Co.",Small,3,102,3/2/2004 0:00,3,10227,78.32.5555,100.0,S18_1342,Vintage Cars,1,25,2953.75,Shipped,EMEA,2004
"C/ Moralzarzal, 86",Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Medium,4,102,4/29/2004 0:00,7,10244,(91) 555 94 44,100.0,S18_1342,Vintage Cars,2,40,4684.8,Shipped,EMEA,2004
Vinb'ltet 34,Kobenhavn,Jytte,Petersen,Denmark,Danish Wholesale Imports,Medium,6,102,6/8/2004 0:00,2,10256,31 12 3555,95.55,S18_1342,Vintage Cars,2,34,3248.7,Shipped,EMEA,2004
Via Monte Bianco 34,Torino,Paolo,Accorti,Italy,Amica Models & Co.,Medium,8,102,8/17/2004 0:00,9,10280,011-4988555,100.0,S18_1342,Vintage Cars,3,50,5239.5,Shipped,EMEA,2004
"Drammen 121, PR 744 Sentrum",Bergen,Veysel,Oeztan,Norway,Herkku Gifts,Medium,9,102,9/3/2004 0:00,2,10289,+47 2267 3215,100.0,S18_1342,Vintage Cars,3,38,4567.98,Shipped,EMEA,2004
"67, avenue de l'Europe",Versailles,Daniel,Tonini,France,Auto Assoc. & Cie.,Medium,10,102,10/11/2004 0:00,13,10304,30.59.8555,95.55,S18_1342,Vintage Cars,4,37,3535.35,Shipped,EMEA,2004
5677 Strong St.,San Rafael,Valarie,Nelson,USA,Mini Gifts Distributors Ltd.,Medium,10,102,10/21/2004 0:00,10,10312,4155551450,89.38,S18_1342,Vintage Cars,4,43,3843.34,Shipped,NORTHAME,2004
2304 Long Airport Avenue,Nashua,Valarie,Young,USA,Online Diecast Creations Co.,Medium,11,102,11/4/2004 0:00,14,10322,6035558647,86.3,S18_1342,Vintage Cars,4,43,3710.9,Shipped,NORTHAME,2004
Fauntleroy Circus,Manchester,Victoria,Ashworth,UK,"AV Stores, Co.",Medium,11,102,11/17/2004 0:00,15,10332,(171) 555-1555,95.13,S18_1342,Vintage Cars,4,46,4375.98,Shipped,EMEA,2004
8489 Strong St.,Las Vegas,Sue,King,USA,Signal Gift Stores,Small,11,102,11/29/2004 0:00,3,10346,7025551838,36.11,S18_1342,Vintage Cars,4,42,1516.62,Shipped,NORTHAME,2004
27 rue du Colonel Pierre Avia,Paris,Daniel,Da Cunha,France,Lyon Souveniers,Small,12,102,12/9/2004 0:00,9,10356,+33 1 46 62 7555,50.18,S18_1342,Vintage Cars,4,50,2509.0,Shipped,EMEA,2004
7825 Douglas Av.,Brickhaven,Allen,Nelson,USA,Collectables For Less Inc.,Large,1,102,1/20/2005 0:00,8,10369,6175558555,100.0,S18_1342,Vintage Cars,1,44,9240.44,Shipped,NORTHAME,2005
"C/ Moralzarzal, 86",Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Small,2,102,2/16/2005 0:00,13,10380,(91) 555 94 44,93.16,S18_1342,Vintage Cars,1,27,2515.32,Shipped,EMEA,2005
201 Miller Street,North Sydney,Anna,O'Hara,Australia,"Anna's Decorations, Ltd",Medium,3,102,3/9/2005 0:00,2,10391,02 9936 8555,100.0,S18_1342,Vintage Cars,1,35,5548.9,Shipped,AUSTRALIA,2005
7586 Pompton St.,Allentown,Kyung,Yu,USA,Diecast Classics Inc.,Medium,5,102,5/30/2005 0:00,2,10422,2155551555,95.55,S18_1342,Vintage Cars,2,51,4873.05,In Process,NORTHAME,2005
2678 Kingston Rd.,NYC,Michael,Frick,USA,Vitachrome Inc.,Small,1,53,1/10/2003 0:00,1,10102,2125551500,50.14,S18_1367,Vintage Cars,1,41,2055.74,Shipped,NORTHAME,2003
5557 North Pendale Street,San Francisco,Julie,Murphy,USA,Mini Wheels Co.,Small,3,53,3/25/2003 0:00,5,10111,6505555787,49.06,S18_1367,Vintage Cars,1,48,2354.88,Shipped,NORTHAME,2003
"C/ Araquil, 67",Madrid,Mart¡n,Sommer,Spain,"Corrida Auto Replicas, Ltd",Small,5,53,5/28/2003 0:00,17,10126,(91) 555 22 82,54.99,S18_1367,Vintage Cars,2,42,2309.58,Shipped,EMEA,2003
"Monitor Money Building, 815 Pacific Hwy",Chatswood,Adrian,Huxley,Australia,Souveniers And Things Co.,Small,7,53,7/16/2003 0:00,6,10139,+61 2 9495 8555,43.13,S18_1367,Vintage Cars,3,49,2113.37,Shipped,AUSTRALIA,2003
2793 Furth Circle,Brisbane,Sue,Taylor,USA,Signal Collectibles Ltd.,Small,9,53,9/12/2003 0:00,3,10149,4155554312,58.22,S18_1367,Vintage Cars,3,30,1746.6,Shipped,NORTHAME,2003
7734 Strong St.,San Francisco,Julie,Brown,USA,Corporate Gift Ideas Co.,Small,10,53,10/18/2003 0:00,1,10162,6505551386,51.21,S18_1367,Vintage Cars,4,45,2304.45,Shipped,NORTHAME,2003
Via Ludovico il Moro 22,Bergamo,Giovanni,Rovelli,Italy,Rovelli Gifts,Small,11,53,11/5/2003 0:00,5,10173,035-640555,44.21,S18_1367,Vintage Cars,4,48,2122.08,Shipped,EMEA,2003
5677 Strong St.,San Rafael,Valarie,Nelson,USA,Mini Gifts Distributors Ltd.,Small,11,53,11/12/2003 0:00,2,10182,4155551450,54.45,S18_1367,Vintage Cars,4,32,1742.4,Shipped,NORTHAME,2003
7 Allen Street,Glen Waverly,Sean,Connery,Australia,"Australian Collectables, Ltd",Small,11,53,11/21/2003 0:00,6,10193,61-9-3844-6555,53.37,S18_1367,Vintage Cars,4,46,2455.02,Shipped,AUSTRALIA,2003
"C/ Moralzarzal, 86",Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Medium,12,53,12/3/2003 0:00,1,10205,(91) 555 94 44,63.61,S18_1367,Vintage Cars,4,48,3053.28,Shipped,EMEA,2003
3675 Furth Circle,Burbank,Steve,Thompson,USA,West Coast Collectables Co.,Small,1,53,1/29/2004 0:00,9,10215,3105553722,43.13,S18_1367,Vintage Cars,1,33,1423.29,Shipped,NORTHAME,2004
"2, rue du Commerce",Lyon,Mary,Saveley,France,"Saveley & Henriot, Co.",Small,3,53,3/2/2004 0:00,2,10227,78.32.5555,48.52,S18_1367,Vintage Cars,1,31,1504.12,Shipped,EMEA,2004
"C/ Moralzarzal, 86",Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Small,4,53,4/29/2004 0:00,6,10244,(91) 555 94 44,58.22,S18_1367,Vintage Cars,2,20,1164.4,Shipped,EMEA,2004
Vinb'ltet 34,Kobenhavn,Jytte,Petersen,Denmark,Danish Wholesale Imports,Small,6,53,6/8/2004 0:00,1,10256,31 12 3555,51.75,S18_1367,Vintage Cars,2,29,1500.75,Shipped,EMEA,2004
Via Monte Bianco 34,Torino,Paolo,Accorti,Italy,Amica Models & Co.,Small,8,53,8/17/2004 0:00,8,10280,011-4988555,57.68,S18_1367,Vintage Cars,3,27,1557.36,Shipped,EMEA,2004
"Drammen 121, PR 744 Sentrum",Bergen,Veysel,Oeztan,Norway,Herkku Gifts,Small,9,53,9/3/2004 0:00,1,10289,+47 2267 3215,56.07,S18_1367,Vintage Cars,3,24,1345.68,Shipped,EMEA,2004
"67, avenue de l'Europe",Versailles,Daniel,Tonini,France,Auto Assoc. & Cie.,Small,10,53,10/11/2004 0:00,12,10304,30.59.8555,48.52,S18_1367,Vintage Cars,4,37,1795.24,Shipped,EMEA,2004
5677 Strong St.,San Rafael,Valarie,Nelson,USA,Mini Gifts Distributors Ltd.,Small,10,53,10/21/2004 0:00,9,10312,4155551450,44.21,S18_1367,Vintage Cars,4,25,1105.25,Shipped,NORTHAME,2004
2304 Long Airport Avenue,Nashua,Valarie,Young,USA,Online Diecast Creations Co.,Small,11,53,11/4/2004 0:00,5,10322,6035558647,57.68,S18_1367,Vintage Cars,4,41,2364.88,Shipped,NORTHAME,2004
Fauntleroy Circus,Manchester,Victoria,Ashworth,UK,"AV Stores, Co.",Small,11,53,11/17/2004 0:00,16,10332,(171) 555-1555,89.89,S18_1367,Vintage Cars,4,27,2427.03,Shipped,EMEA,2004
636 St Kilda Road,Melbourne,Peter,Ferguson,Australia,"Australian Collectors, Co.",Small,11,53,11/29/2004 0:00,7,10347,03 9520 4555,58.95,S18_1367,Vintage Cars,4,21,1237.95,Shipped,AUSTRALIA,2004
27 rue du Colonel Pierre Avia,Paris,Daniel,Da Cunha,France,Lyon Souveniers,Small,12,53,12/9/2004 0:00,6,10356,+33 1 46 62 7555,72.41,S18_1367,Vintage Cars,4,22,1593.02,Shipped,EMEA,2004
7825 Douglas Av.,Brickhaven,Allen,Nelson,USA,Collectables For Less Inc.,Medium,1,53,1/20/2005 0:00,7,10369,6175558555,98.63,S18_1367,Vintage Cars,1,32,3156.16,Shipped,NORTHAME,2005
7734 Strong St.,San Francisco,Julie,Brown,USA,Corporate Gift Ideas Co.,Small,2,53,2/17/2005 0:00,9,10381,6505551386,52.83,S18_1367,Vintage Cars,1,25,1320.75,Shipped,NORTHAME,2005
201 Miller Street,North Sydney,Anna,O'Hara,Australia,"Anna's Decorations, Ltd",Medium,3,53,3/9/2005 0:00,3,10391,02 9936 8555,100.0,S18_1367,Vintage Cars,1,42,4998.0,Shipped,AUSTRALIA,2005
7586 Pompton St.,Allentown,Kyung,Yu,USA,Diecast Classics Inc.,Small,5,53,5/30/2005 0:00,1,10422,2155551555,51.75,S18_1367,Vintage Cars,2,25,1293.75,In Process,NORTHAME,2005
Fauntleroy Circus,Manchester,Victoria,Ashworth,UK,"AV Stores, Co.",Medium,3,124,3/18/2003 0:00,16,10110,(171) 555-1555,100.0,S18_1589,Classic Cars,1,37,5433.08,Shipped,EMEA,2003
"54, rue Royale",Nantes,Carine,Schmitt,France,Atelier graphique,Medium,5,124,5/20/2003 0:00,2,10123,40.32.2555,100.0,S18_1589,Classic Cars,2,26,3073.72,Shipped,EMEA,2003
59 rue de l'Abbaye,Reims,Paul,Henriot,France,Reims Collectables,Medium,7,124,7/10/2003 0:00,2,10137,26.47.1555,99.55,S18_1589,Classic Cars,3,44,4380.2,Shipped,EMEA,2003
201 Miller Street,North Sydney,Anna,O'Hara,Australia,"Anna's Decorations, Ltd",Medium,9,124,9/11/2003 0:00,9,10148,02 9936 8555,100.0,S18_1589,Classic Cars,3,47,5848.68,Shipped,AUSTRALIA,2003
Smagsloget 45,Aaarhus,Palle,Ibsen,Denmark,Heintze Collectables,Medium,10,124,10/17/2003 0:00,8,10161,86 21 3555,100.0,S18_1589,Classic Cars,4,43,6153.73,Shipped,EMEA,2003
25593 South Bay Ln.,Bridgewater,Julie,King,USA,Gift Depot Inc.,Medium,11,124,11/5/2003 0:00,6,10172,2035552570,100.0,S18_1589,Classic Cars,4,42,4965.24,Shipped,NORTHAME,2003
"Drammen 121, PR 744 Sentrum",Bergen,Veysel,Oeztan,Norway,Herkku Gifts,Medium,11,124,11/12/2003 0:00,2,10181,+47 2267 3215,100.0,S18_1589,Classic Cars,4,42,5435.64,Shipped,EMEA,2003
2304 Long Airport Avenue,Nashua,Valarie,Young,USA,Online Diecast Creations Co.,Medium,11,124,11/20/2003 0:00,7,10192,6035558647,100.0,S18_1589,Classic Cars,4,29,4258.36,Shipped,NORTHAME,2003
4092 Furth Circle,NYC,Jeff,Young,USA,Muscle Machine Inc,Medium,12,124,12/2/2003 0:00,13,10204,2125557413,100.0,S18_1589,Classic Cars,4,40,4032.0,Shipped,NORTHAME,2003
"C/ Moralzarzal, 86",Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Medium,1,124,1/16/2004 0:00,6,10212,(91) 555 94 44,100.0,S18_1589,Classic Cars,1,38,4492.36,Shipped,EMEA,2004
361 Furth Circle,San Diego,Valarie,Thompson,USA,Collectable Mini Designs Co.,Medium,2,124,2/26/2004 0:00,4,10226,7605558146,100.0,S18_1589,Classic Cars,1,38,4161.38,Shipped,NORTHAME,2004
"24, place Kluber",Strasbourg,Frederique,Citeaux,France,Mini Caravy,Small,4,124,4/13/2004 0:00,11,10241,88.60.1555,100.0,S18_1589,Classic Cars,2,21,2508.66,Shipped,EMEA,2004
Berkeley Gardens 12  Brewery,Liverpool,Elizabeth,Devon,UK,"UK Collectables, Ltd.",Medium,6,124,6/1/2004 0:00,1,10253,(171) 555-2282,100.0,S18_1589,Classic Cars,2,24,3374.88,Cancelled,EMEA,2004
Strada Provinciale 124,Reggio Emilia,Maurizio,Moroni,Italy,L'ordine Souveniers,Medium,7,124,7/6/2004 0:00,2,10266,0522-556555,100.0,S18_1589,Classic Cars,3,36,5196.6,Shipped,EMEA,2004
8489 Strong St.,Las Vegas,Sue,King,USA,Signal Gift Stores,Small,8,124,8/6/2004 0:00,2,10278,7025551838,100.0,S18_1589,Classic Cars,3,23,2604.52,Shipped,NORTHAME,2004
Village Close - 106 Linden Road Sandown,Singapore,Wendy,Victorino,Singapore,Handji Gifts& Co,Small,9,124,9/1/2004 0:00,14,10288,+65 224 1555,100.0,S18_1589,Classic Cars,3,20,2936.8,Shipped,ASIA,2004
"Drammensveien 126 A, PB 744 Sentrum",Oslo,Jan,Klaeboe,Norway,"Norway Gifts By Mail, Co.",Medium,10,124,10/5/2003 0:00,4,10301,+47 2212 1555,100.0,S18_1589,Classic Cars,4,32,3424.64,Shipped,EMEA,2003
"C/ Moralzarzal, 86",Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Small,10,124,10/16/2004 0:00,9,10311,(91) 555 94 44,100.0,S18_1589,Classic Cars,4,29,2923.2,Shipped,EMEA,2004
1785 First Street,New Bedford,Violeta,Benitez,USA,FunGiftIdeas.com,Medium,11,124,11/4/2004 0:00,6,10321,5085552555,100.0,S18_1589,Classic Cars,4,44,4489.76,Shipped,NORTHAME,2004
11328 Douglas Av.,Philadelphia,Rosa,Hernandez,USA,Motor Mint Distributors Inc.,Medium,11,124,11/17/2004 0:00,14,10331,2155559857,100.0,S18_1589,Classic Cars,4,44,4849.24,Shipped,NORTHAME,2004
59 rue de l'Abbaye,Reims,Paul,Henriot,France,Reims Collectables,Medium,11,124,11/24/2004 0:00,4,10343,26.47.1555,100.0,S18_1589,Classic Cars,4,36,5848.92,Shipped,EMEA,2004
78934 Hillside Dr.,Pasadena,Julie,Young,USA,Toys4GrownUps.com,Small,1,124,1/12/2005 0:00,1,10367,6265557265,56.3,S18_1589,Classic Cars,1,49,2758.7,Resolved,NORTHAME,2005
"C/ Moralzarzal, 86",Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Small,2,124,2/10/2005 0:00,5,10378,(91) 555 94 44,42.64,S18_1589,Classic Cars,1,34,1449.76,Shipped,EMEA,2005
3086 Ingle Ln.,San Jose,Sue,Frick,USA,The Sharp Gifts Warehouse,Large,4,124,4/22/2005 0:00,11,10407,4085553659,100.0,S18_1589,Classic Cars,2,59,7048.14,On Hold,NORTHAME,2005
Geislweg 14,Salzburg,Georg,Pipps,Austria,Salzburg Collectables,Medium,5,124,5/17/2005 0:00,1,10419,6562-9555,100.0,S18_1589,Classic Cars,2,37,5202.94,Shipped,EMEA,2005
Via Ludovico il Moro 22,Bergamo,Giovanni,Rovelli,Italy,Rovelli Gifts,Medium,2,157,2/17/2003 0:00,12,10106,035-640555,100.0,S18_1662,Planes,1,36,5279.4,Shipped,EMEA,2003
Geislweg 14,Salzburg,Georg,Pipps,Austria,Salzburg Collectables,Medium,4,157,4/28/2003 0:00,3,10119,6562-9555,100.0,S18_1662,Planes,2,43,6916.12,Shipped,EMEA,2003
2440 Pompton St.,Glendale,Dan,Lewis,USA,Gift Ideas Corp.,Small,6,157,6/16/2003 0:00,4,10131,2035554407,100.0,S18_1662,Planes,2,21,2781.66,Shipped,NORTHAME,2003
4575 Hillside Dr.,New Bedford,Wing C,Tam,USA,Mini Creations Ltd.,Medium,8,157,8/10/2003 0:00,7,10143,5085559555,100.0,S18_1662,Planes,3,32,5248.0,Shipped,NORTHAME,2003
Keskuskatu 45,Helsinki,Matti,Karttunen,Finland,"Toys of Finland, Co.",Medium,10,157,10/6/2003 0:00,5,10155,90-224 8555,100.0,S18_1662,Planes,4,38,6531.44,Shipped,EMEA,2003
?kergatan 24,Boras,Maria,Larsson,Sweden,Scandinavian Gift Ideas,Medium,10,157,10/23/2003 0:00,1,10167,0695-34 6555,100.0,S18_1662,Planes,4,43,5763.72,Cancelled,EMEA,2003
